user,year,camera,longitude,latitude,url
80818705@N00,2013,APPLE,-122.407834,37.783833,http://farm9.staticflickr.com/8526/8484858992_c09f6217a1.jpg
62449696@N00,2009,NIKON,-122.50391,37.732778,http://farm4.staticflickr.com/3613/3344696462_0bc21170e9.jpg
23355494@N02,2011,SONY,-122.447981,37.802963,http://farm6.staticflickr.com/5246/5357848169_ee83144167.jpg
8399025@N07,2005,CANON,-122.411361,37.794662,http://farm3.staticflickr.com/2342/2227330953_55a6004d88.jpg
98732074@N00,2013,SONY,-122.387407,37.787657,http://farm8.staticflickr.com/7305/9271965545_41f044b175.jpg
44124466908@N01,2010,NIKON,-122.413149,37.775417,http://farm5.staticflickr.com/4087/5074465678_750ff65533.jpg
50751757@N00,2006,EASTMAN,-122.403863,37.783858,http://farm1.staticflickr.com/35/110354623_04b6fdfc55.jpg
44124466908@N01,2010,NIKON,-122.420989,37.773807,http://farm5.staticflickr.com/4143/4923834847_81ff76c74f.jpg
13422016@N07,2008,CASIO,-122.479448,37.819073,http://farm4.staticflickr.com/3293/2938308454_af6f34fd30.jpg
63872380@N00,2012,APPLE,-122.365167,37.594,http://farm9.staticflickr.com/8175/7981903394_96345dd58f.jpg
26112397@N05,2013,NIKON,-122.433297,37.776182,http://farm4.staticflickr.com/3777/10685453486_dfc5196eea.jpg
62978610@N00,2006,CANON,-122.405837,37.80232,http://farm1.staticflickr.com/70/164604517_b993beb577.jpg
42445822@N00,2010,CANON,-122.420997,37.721874,http://farm5.staticflickr.com/4097/4858551085_526668326f.jpg
90784314@N00,2008,CANON,-122.401342,37.800739,http://farm4.staticflickr.com/3285/2820454095_229beb6895.jpg
90784314@N00,2008,CANON,-122.379992,37.714703,http://farm4.staticflickr.com/3243/2998208510_97bbb65d1a.jpg
76875951@N00,2012,SONY,-122.38982,37.778121,http://farm9.staticflickr.com/8495/8287966687_0f33283fde.jpg
44124466908@N01,2013,NIKON,-122.46769,37.770613,http://farm4.staticflickr.com/3671/9618210828_2f1f3b2d44.jpg
42614915@N00,2008,CASIO,-122.290705,37.805022,http://farm4.staticflickr.com/3066/3105766988_b55b75644d.jpg
41442436@N08,2011,PENTAX,-122.500444,37.784689,http://farm6.staticflickr.com/5225/5652538574_ff6f8e272f.jpg
44835756@N00,2007,CANON,-122.479534,37.825717,http://farm4.staticflickr.com/3216/3057060820_7f92fa7429.jpg
51035626656@N01,2008,APPLE,-122.412736,37.789997,http://farm4.staticflickr.com/3566/3568782414_d3dfcbf3b6.jpg
72517401@N00,2011,GOOGLE,-122.434109,37.733458,http://farm7.staticflickr.com/6069/6144657722_dacfe2b442.jpg
66922282@N00,2004,CANON,-122.318773,37.872854,http://farm1.staticflickr.com/40/110383144_f14fb5c914.jpg
44124466908@N01,2009,NIKON,-122.396972,37.787815,http://farm4.staticflickr.com/3309/3327428459_2196bc5312.jpg
34507951@N07,2007,NIKON,-122.412887,37.771018,http://farm4.staticflickr.com/3582/3302249437_7c48f4c6c6.jpg
44124466908@N01,2013,SONY,-122.393736,37.793457,http://farm9.staticflickr.com/8237/8485142580_104a75fee1.jpg
44124466908@N01,2013,APPLE,-122.394733,37.793177,http://farm9.staticflickr.com/8114/8673722002_0218d7b99e.jpg
45115579@N00,2009,NIKON,-122.401901,37.783501,http://farm3.staticflickr.com/2789/4145683235_deafecfe76.jpg
44124466908@N01,2009,NIKON,-122.404571,37.784263,http://farm3.staticflickr.com/2474/3971598173_5a04066f59.jpg
47542344@N00,2009,PANASONIC,-122.410301,37.782348,http://farm3.staticflickr.com/2473/3677626396_5a727327f7.jpg
11600428@N05,2009,NA,-122.429816,37.785652,http://farm4.staticflickr.com/3373/3454568136_da0db18ee6.jpg
44124466908@N01,2010,NIKON,-122.419195,37.779432,http://farm5.staticflickr.com/4081/4887146196_02477c4056.jpg
24431382@N03,2010,SAMSUNG,-122.422875,37.752811,http://farm5.staticflickr.com/4051/4239362317_2fb7089242.jpg
8458252@N05,2008,PENTAX,-122.494812,37.814919,http://farm4.staticflickr.com/3059/2770062052_4259721472.jpg
27703797@N06,2012,NA,-122.419452,37.765897,http://farm9.staticflickr.com/8447/7879096802_e11d1ca26a.jpg
44124284226@N01,2012,PANASONIC,-122.282845,37.84298,http://farm9.staticflickr.com/8347/8206943449_8bd93c6888.jpg
15803691@N00,2010,APPLE,-122.430042,37.807478,http://farm2.staticflickr.com/1438/4604838319_b924da8382.jpg
87533642@N00,2009,CANON,-122.457089,37.764402,http://farm3.staticflickr.com/2620/3792354747_35cbfa97a7.jpg
44124466908@N01,2010,NIKON,-122.417896,37.779258,http://farm2.staticflickr.com/1132/5132343784_0e40d280f3.jpg
42445822@N00,2009,CANON,-122.399861,37.7651,http://farm4.staticflickr.com/3662/3625734089_b026641826.jpg
16261194@N00,2007,CANON,-122.435116,37.759621,http://farm3.staticflickr.com/2382/2072065522_a4d65a961f.jpg
55716492@N00,2009,CANON,-122.415182,37.774217,http://farm4.staticflickr.com/3445/3917759433_cfe4b7f9d7.jpg
24622756@N03,2010,NIKON,-122.42501,37.868924,http://farm6.staticflickr.com/5137/5456343343_8b628b98bb.jpg
98611408@N00,2010,SONY,-122.396664,37.802646,http://farm2.staticflickr.com/1146/4731737225_39859817f5.jpg
84649771@N00,2007,NIKON,-122.36819,37.738294,http://farm3.staticflickr.com/2343/2204430767_5e87286cbe.jpg
34186459@N00,2012,NA,-122.429848,37.784944,http://farm9.staticflickr.com/8166/6956309900_8973265695.jpg
60359722@N04,2011,CANON,-122.492151,37.81114,http://farm7.staticflickr.com/6054/6354703709_d60ed5d7ee.jpg
18645779@N00,2009,CANON,-122.402877,37.770847,http://farm4.staticflickr.com/3576/3429719019_3c08aa8636.jpg
65367662@N00,2007,CANON,-122.50233,37.73301,http://farm3.staticflickr.com/2352/2132422635_13b42b83ff.jpg
94734319@N00,2011,APPLE,-122.382834,37.718,http://farm8.staticflickr.com/7141/6518636231_c9f54257f4.jpg
44124466908@N01,2013,NA,-122.403659,37.783417,http://farm9.staticflickr.com/8082/8439767257_7729ebb076.jpg
35034347485@N01,2009,CANON,-122.269509,37.808572,http://farm3.staticflickr.com/2647/4013825222_25ed3614a3.jpg
10011817@N00,2008,FUJIFILM,-122.433288,37.764217,http://farm4.staticflickr.com/3057/3037627801_57e649b3d0.jpg
44124466908@N01,2013,APPLE,-122.39105,37.790823,http://farm9.staticflickr.com/8126/8681862114_8234f6381a.jpg
90753023@N00,2010,CANON,-122.424602,37.747083,http://farm5.staticflickr.com/4041/4297271388_d84d87bc6d.jpg
97863854@N00,2008,CANON,-122.474722,37.730833,http://farm4.staticflickr.com/3140/2747109155_db6d03c450.jpg
79573010@N00,2007,NIKON,-122.427649,37.748746,http://farm3.staticflickr.com/2201/2110634018_2610a3c6f2.jpg
86893801@N00,2009,CANON,-122.497489,37.778556,http://farm4.staticflickr.com/3637/3359119778_3c37163565.jpg
73621375@N00,2006,NIKON,-122.496705,37.698147,http://farm1.staticflickr.com/60/202556890_b6921fd44a.jpg
10116041@N02,2012,SAMSUNG,-122.401943,37.803814,http://farm9.staticflickr.com/8035/8047970949_b1071d26f6.jpg
44124466908@N01,2011,APPLE,-122.27,37.808499,http://farm7.staticflickr.com/6054/6366335119_0ac54bec94.jpg
19348052@N00,2009,NA,-122.413013,37.786818,http://farm4.staticflickr.com/3587/3384361426_7049a02d16.jpg
44124466908@N01,2011,NIKON,-122.401074,37.78357,http://farm7.staticflickr.com/6063/6105283379_bd6f74e73f.jpg
89819035@N00,2007,CASIO,-122.501066,37.767725,http://farm1.staticflickr.com/225/1512815579_aa15aae640.jpg
30792886@N00,2009,FUJIFILM,-122.469905,37.770402,http://farm4.staticflickr.com/3355/3291498359_d014c7ebe2.jpg
55514420@N00,2007,NIKON,-122.479534,37.857032,http://farm2.staticflickr.com/1044/824231847_be3723b0d2.jpg
8107300@N03,2009,LEICA,-122.429733,37.766876,http://farm4.staticflickr.com/3299/3451536233_9c9c41b9cc.jpg
42445822@N00,2006,NIKON,-122.418777,37.756038,http://farm1.staticflickr.com/106/301159312_c411c42f0c.jpg
44124466908@N01,2007,NIKON,-122.293007,37.544143,http://farm3.staticflickr.com/2064/1714288730_f3c346d58c.jpg
67961613@N00,2008,NA,-122.302175,37.54712,http://farm3.staticflickr.com/2302/2466426093_1f8203191c.jpg
15636846@N00,2011,APPLE,-122.478001,37.772999,http://farm7.staticflickr.com/6133/5936262158_a22dd5c522.jpg
36221428@N06,2012,PANASONIC,-122.493267,37.756533,http://farm8.staticflickr.com/7277/7480677952_dcc4d1ebe9.jpg
49285346@N00,2007,CANON,-122.421126,37.807427,http://farm2.staticflickr.com/1435/1245308240_1d868e2cb3.jpg
29797746@N08,2008,PANASONIC,-122.474769,37.807239,http://farm4.staticflickr.com/3575/3384335286_de1fd3514a.jpg
68601487@N00,2009,CANON,-122.428738,37.785536,http://farm4.staticflickr.com/3597/3380837927_92a50728cd.jpg
23953244@N00,2007,CANON,-122.300105,37.547622,http://farm1.staticflickr.com/211/506319530_4ca7edccee.jpg
21207597@N07,2013,APPLE,-122.380786,37.617078,http://farm8.staticflickr.com/7324/8842538289_ca1a231eb9.jpg
15376240@N00,2009,NIKON,-122.476,37.808166,http://farm4.staticflickr.com/3523/3716007234_e0346c13f8.jpg
36899024@N00,2009,CANON,-122.410659,37.767547,http://farm4.staticflickr.com/3644/3444570075_e69efdf04f.jpg
51352098@N00,2008,CANON,-122.423465,37.826277,http://farm4.staticflickr.com/3177/3048961595_d840d64c23.jpg
14581164@N00,2008,NIKON,-122.420051,37.779159,http://farm5.staticflickr.com/4141/4849163718_b23b321d0e.jpg
21977821@N00,2008,CANON,-122.419388,37.779449,http://farm4.staticflickr.com/3027/3036324126_ffe02da8bc.jpg
85245546@N00,2009,CASIO,-122.404861,37.800696,http://farm3.staticflickr.com/2721/4103695078_653f9ddce9.jpg
27398485@N08,2009,NA,-122.410869,37.800277,http://farm4.staticflickr.com/3304/3501091243_2de0ed2ce2.jpg
76462211@N00,2011,APPLE,-122.416667,37.775333,http://farm6.staticflickr.com/5068/5628943606_6e6b277dc6.jpg
40911801@N00,2013,APPLE,-122.500667,37.6,http://farm9.staticflickr.com/8406/8691826502_9b2c4d7765.jpg
52015603@N00,2006,SONY,-122.29953,37.879692,http://farm1.staticflickr.com/64/202375954_32c168c158.jpg
96083563@N00,2006,CANON,-122.389926,37.772614,http://farm1.staticflickr.com/133/318407435_087fb4a01d.jpg
9717910@N07,2008,NIKON,-122.419002,37.801941,http://farm4.staticflickr.com/3025/2838568430_bbaa6f1fb3.jpg
27737826@N00,2008,CANON,-122.430782,37.86264,http://farm4.staticflickr.com/3263/2303349125_a05d591f67.jpg
61943091@N00,2013,APPLE,-122.411331,37.785332,http://farm4.staticflickr.com/3748/10469946183_8e299ab328.jpg
10011817@N00,2009,PANASONIC,-122.435737,37.760845,http://farm4.staticflickr.com/3660/3630506068_d4c8520554.jpg
39726265@N00,2010,APPLE,-122.293648,37.804316,http://farm5.staticflickr.com/4139/4885824550_1689a8f2d3.jpg
70933701@N00,2011,CANON,-122.412478,37.77353,http://farm7.staticflickr.com/6169/6187824694_925d084de0.jpg
87457515@N00,2009,PENTAX,-122.422542,37.827005,http://farm3.staticflickr.com/2516/3901805065_973de3ccda.jpg
44124466908@N01,2012,NA,-122.421,37.755166,http://farm8.staticflickr.com/7001/6730649857_f4cb6a69d4.jpg
47489771@N00,2007,CANON,-122.406073,37.78597,http://farm2.staticflickr.com/1149/879230510_0098ad11c6.jpg
71484472@N08,2012,NIKON,-122.427241,37.76052,http://farm8.staticflickr.com/7273/7058576667_4de92e3675.jpg
66579844@N00,2006,CANON,-122.406063,37.83697,http://farm2.staticflickr.com/1251/699735598_cee0aa8e89.jpg
39276850@N00,2010,APPLE,-122.409657,37.792401,http://farm5.staticflickr.com/4004/4400041101_a153993bcf.jpg
10011817@N00,2009,PANASONIC,-122.434173,37.76337,http://farm4.staticflickr.com/3386/3498227757_e2ff679729.jpg
27571964@N06,2006,SONY,-122.503223,37.733457,http://farm4.staticflickr.com/3168/2926671794_cdaf2f0f90.jpg
40669168@N00,2006,SONY,-122.459106,37.792965,http://farm1.staticflickr.com/74/166108691_8773ac7b4b.jpg
44124466908@N01,2013,APPLE,-122.267347,37.868626,http://farm8.staticflickr.com/7352/9098631002_6a30d99c6c.jpg
97863854@N00,2008,CANON,-122.266944,37.870277,http://farm3.staticflickr.com/2152/2370523228_10da48902c.jpg
50457550@N00,2007,CANON,-122.274041,37.863619,http://farm1.staticflickr.com/237/446159602_4c5fcfe889.jpg
89819035@N00,2007,CASIO,-122.419296,37.761268,http://farm3.staticflickr.com/2376/2140119735_6ae5868587.jpg
55514420@N00,2011,NA,-122.430074,37.785393,http://farm6.staticflickr.com/5263/5629863140_e709af4ac8.jpg
44124413723@N01,2006,CANON,-122.394084,37.783629,http://farm1.staticflickr.com/100/311397498_cc8d098a46.jpg
20055849@N00,2009,CANON,-122.400994,37.78583,http://farm3.staticflickr.com/2443/4101482541_b851d1d4bb.jpg
40040700045@N01,2012,APPLE,-122.26509,37.883449,http://farm9.staticflickr.com/8486/8218362056_e132d1a3e7.jpg
44124466908@N01,2013,NIKON,-122.40469,37.806631,http://farm8.staticflickr.com/7346/10048868116_930ef9bfbc.jpg
28066001@N03,2008,CANON,-122.271652,37.887287,http://farm4.staticflickr.com/3240/2616976518_752883d7cb.jpg
12620898@N08,2011,HIPSTAMATIC,-122.405333,37.791833,http://farm6.staticflickr.com/5261/5702851421_00824e6d76.jpg
85801042@N00,2010,CANON,-122.419656,37.802017,http://farm5.staticflickr.com/4117/4825425758_a845327ec4.jpg
54959046@N08,2010,NIKON,-122.447433,37.768,http://farm6.staticflickr.com/5163/5325825089_3711fffb60.jpg
84767053@N00,2012,CANON,-122.394409,37.800269,http://farm9.staticflickr.com/8014/7581301324_8d77f65f13.jpg
91716420@N00,2010,APPLE,-122.395292,37.759478,http://farm5.staticflickr.com/4085/4965890959_c62483da75.jpg
12247055@N00,2012,HTC,-122.430875,37.784538,http://farm9.staticflickr.com/8478/8152678532_8c872eb4e0.jpg
61635768@N03,2011,NOKIA,-122.396535,37.794745,http://farm4.staticflickr.com/3347/5765214943_156aa12bfe.jpg
44124466908@N01,2012,NIKON,-122.392667,37.768166,http://farm9.staticflickr.com/8488/8189759755_b237f38924.jpg
31624444@N04,2011,NIKON,-122.260279,37.808766,http://farm3.staticflickr.com/2440/5745666096_7f2e2fe143.jpg
13334322@N00,2009,SONY,-122.419098,37.778872,http://farm4.staticflickr.com/3365/3671183856_ca31f96429.jpg
79432268@N00,2005,CANON,-122.450695,37.772427,http://farm1.staticflickr.com/9/14656745_7c4fe486a3.jpg
70594506@N00,2012,CANON,-122.270429,37.806291,http://farm8.staticflickr.com/7200/6894134068_20c3f369ab.jpg
35034359460@N01,2008,CANON,-122.302229,37.54684,http://farm4.staticflickr.com/3196/2463664832_49e713fdf9.jpg
57412095@N05,2013,CANON,-122.445708,37.819022,http://farm8.staticflickr.com/7388/9737376164_a79acca0e1.jpg
91156503@N00,2012,MOTOROLA,-122.42,37.779,http://farm9.staticflickr.com/8318/7980935805_7e137b30ae.jpg
50847591@N00,2012,CANON,-122.421855,37.763132,http://farm8.staticflickr.com/7039/6984411333_40b86fd35c.jpg
31477369@N00,2008,CANON,-122.506312,37.787372,http://farm4.staticflickr.com/3024/2976211786_1849e2fa5e.jpg
75775305@N00,2012,NA,-122.421693,37.756407,http://farm8.staticflickr.com/7211/7382870176_a96e3b79e3.jpg
68144761@N00,2007,NIKON,-122.477857,37.813826,http://farm1.staticflickr.com/168/419838282_050d6a2802.jpg
44124466908@N01,2006,NIKON,-122.416534,37.778781,http://farm1.staticflickr.com/19/111647973_9218c4c306.jpg
45185504@N00,2006,CANON,-122.407522,37.787945,http://farm1.staticflickr.com/81/236627054_bb0e0abc2d.jpg
44124466908@N01,2010,NIKON,-122.406599,37.785919,http://farm2.staticflickr.com/1411/4733786856_880feffd3a.jpg
76262156@N00,2006,CANON,-122.419403,37.774899,http://farm4.staticflickr.com/3381/3433492859_7f43791ef2.jpg
77266473@N00,2010,CANON,-122.493166,37.653,http://farm5.staticflickr.com/4141/4775967045_463ba657db.jpg
23004521@N02,2009,NA,-122.44812,37.790251,http://farm4.staticflickr.com/3343/3612695850_13804069bc.jpg
47737664@N00,2007,PANASONIC,-122.358942,37.613891,http://farm2.staticflickr.com/1432/1057379639_55ef2cde41.jpg
22257962@N00,2012,NA,-122.466316,37.769764,http://farm8.staticflickr.com/7113/7512457556_868c12958f.jpg
12289718@N00,2012,CANON,-122.392341,37.778537,http://farm8.staticflickr.com/7221/7265969424_f9a92da829.jpg
40989835@N03,2010,NA,-122.317932,37.568035,http://farm3.staticflickr.com/2764/4433204562_c092b182ea.jpg
44124466908@N01,2009,NIKON,-122.406277,37.784384,http://farm4.staticflickr.com/3480/3972584422_f89561cca3.jpg
39698070@N00,2006,CANON,-122.393016,37.796627,http://farm1.staticflickr.com/123/371037033_ae98d8fdd5.jpg
66558936@N00,2011,APPLE,-122.412834,37.811499,http://farm8.staticflickr.com/7001/6497071223_4c2bcf18ea.jpg
23609079@N07,2010,CANON,-122.431945,37.7625,http://farm5.staticflickr.com/4077/4752772970_f973f229f1.jpg
44124466908@N01,2013,NIKON,-122.420393,37.778097,http://farm8.staticflickr.com/7310/9489132489_2572b42e29.jpg
8107300@N03,2009,LEICA,-122.373104,37.821921,http://farm3.staticflickr.com/2486/4097505135_5871662c89.jpg
89306448@N00,2008,SONY,-122.424098,37.76147,http://farm4.staticflickr.com/3087/2620659505_a54cb8e660.jpg
53233802@N07,2012,NIKON,-122.412664,37.771003,http://farm9.staticflickr.com/8080/8267849593_08cbcd83ae.jpg
98732074@N00,2014,NIKON,-122.383409,37.769369,http://farm8.staticflickr.com/7319/13281155865_b6b7b9754a.jpg
44124466908@N01,2013,NIKON,-122.394551,37.794788,http://farm8.staticflickr.com/7361/9581789912_f1828ac6e0.jpg
45750259@N05,2010,NIKON,-122.266586,37.867816,http://farm5.staticflickr.com/4139/4820471266_da212515e2.jpg
46783079@N00,2012,SONY,-122.419159,37.800488,http://farm9.staticflickr.com/8049/8077473557_4f5a5e1c15.jpg
23004521@N02,2009,NA,-122.44812,37.790251,http://farm4.staticflickr.com/3654/3443492696_4a0f56ed21.jpg
34581217@N00,2013,SAMSUNG,-122.47587,37.771719,http://farm8.staticflickr.com/7290/10060450515_5cb2206e56.jpg
35034345586@N01,2007,TREO,-122.40232,37.804149,http://farm3.staticflickr.com/2106/1598850280_4058ff4cc5.jpg
7737054@N07,2013,CANON,-122.4025,37.791833,http://farm4.staticflickr.com/3681/9678085129_6ab85d4571.jpg
66485313@N00,2006,PANASONIC,-122.416298,37.780178,http://farm1.staticflickr.com/54/114519577_d5f412b9eb.jpg
49503004061@N01,2008,APPLE,-122.405242,37.800907,http://farm3.staticflickr.com/2258/2207118043_0792e7be2e.jpg
44799907@N00,2009,OLYMPUS,-122.302199,37.547685,http://farm3.staticflickr.com/2506/3842113300_2106b04f66.jpg
21207597@N07,2010,APPLE,-122.398667,37.793833,http://farm5.staticflickr.com/4016/4710078007_f0fc53b8b4.jpg
44124466908@N01,2009,NIKON,-122.40602,37.787661,http://farm4.staticflickr.com/3358/3265279271_6272fd68b7.jpg
47357266@N00,2013,APPLE,-122.428331,37.785755,http://farm8.staticflickr.com/7233/13962657662_bd6b1cb07f.jpg
35843633@N00,2012,NA,-122.395033,37.794041,http://farm8.staticflickr.com/7179/6926908281_75050e9023.jpg
64184609@N00,2010,PANASONIC,-122.402355,37.790844,http://farm3.staticflickr.com/2746/4510019866_5d1599075f.jpg
26953850@N04,2008,EASTMAN,-122.443141,37.756593,http://farm4.staticflickr.com/3145/3068900971_0267c3d8c4.jpg
44124466908@N01,2009,NIKON,-122.398559,37.791519,http://farm3.staticflickr.com/2627/4053142399_a1398159e4.jpg
25678284@N03,2010,HTC,-122.416545,37.765172,http://farm5.staticflickr.com/4041/4549431469_9d8d3e8b30.jpg
36521956509@N01,2012,NA,-122.394551,37.794787,http://farm8.staticflickr.com/7129/6948615428_d5f5fd079f.jpg
47448228@N07,2012,NIKON,-122.429752,37.75884,http://farm9.staticflickr.com/8428/7840018968_e486d8c071.jpg
89854093@N00,2006,CANON,-122.505905,37.752852,http://farm1.staticflickr.com/93/244403904_e71c9a7a2c.jpg
44835756@N00,2007,CANON,-122.479534,37.825717,http://farm4.staticflickr.com/3011/3056216489_71f2298c83.jpg
51035555243@N01,2005,CANON,-122.50391,37.716023,http://farm1.staticflickr.com/16/20848917_9911036c3b.jpg
96272984@N00,2010,CANON,-122.407501,37.787899,http://farm6.staticflickr.com/5007/5276228770_2699699a4d.jpg
7393833@N05,2007,CANON,-122.389336,37.779398,http://farm2.staticflickr.com/1009/1201121016_0aa433ead8.jpg
22111831@N05,2013,APPLE,-122.470537,37.808691,http://farm8.staticflickr.com/7321/10918843546_d910cd30f1.jpg
23004521@N02,2009,NA,-122.44812,37.790251,http://farm4.staticflickr.com/3569/3494553000_7d22e1f125.jpg
62573448@N05,2012,SONY,-122.4271,37.77838,http://farm9.staticflickr.com/8429/7504160912_5f850d71b2.jpg
54010592@N03,2013,NIKON,-122.421426,37.785842,http://farm3.staticflickr.com/2883/10314686916_f4f63aa62a.jpg
33722054@N00,2007,CANON,-122.434628,37.760757,http://farm1.staticflickr.com/229/467765422_a8f5a1952c.jpg
44124466908@N01,2012,NA,-122.394834,37.794999,http://farm8.staticflickr.com/7144/6745673379_75a30fa26e.jpg
38705147@N00,2011,NIKON,-122.466318,37.769841,http://farm7.staticflickr.com/6164/6255604826_033639d283.jpg
35034347485@N01,2009,NOKIA,-122.266998,37.802726,http://farm3.staticflickr.com/2426/4041363239_315a86894e.jpg
44124466908@N01,2010,APPLE,-122.401052,37.785936,http://farm3.staticflickr.com/2712/4281839311_3254b991b6.jpg
22257962@N00,2010,NA,-122.406591,37.782487,http://farm5.staticflickr.com/4130/5199529780_07f5e6c812.jpg
7633518@N08,2013,APPLE,-122.259834,37.874333,http://farm9.staticflickr.com/8534/8617906552_6544b3807f.jpg
22644739@N00,2010,CANON,-122.403937,37.783105,http://farm5.staticflickr.com/4117/4855619921_66637a2703.jpg
44124466908@N01,2009,NIKON,-122.396972,37.787815,http://farm4.staticflickr.com/3338/3329096790_41bc7a0e7a.jpg
18684820@N00,2006,SONY,-122.389841,37.778516,http://farm1.staticflickr.com/58/162274398_c394606ec5.jpg
26025020@N08,2008,NIKON,-122.44923,37.802748,http://farm4.staticflickr.com/3098/3087553892_bde12cea8e.jpg
37996588780@N01,2010,APPLE,-122.392001,37.782333,http://farm5.staticflickr.com/4107/4846418459_0b3745e4ce.jpg
44124466908@N01,2012,NIKON,-122.272145,37.805308,http://farm9.staticflickr.com/8470/8128382118_9a280c5681.jpg
30864080@N00,2008,NIKON,-122.403187,37.786775,http://farm4.staticflickr.com/3005/2406025865_f37733608c.jpg
22392081@N00,2007,NA,-122.302781,37.772682,http://farm2.staticflickr.com/1084/1431414084_ed6672b5fb.jpg
34581217@N00,2013,SAMSUNG,-122.420278,37.805555,http://farm6.staticflickr.com/5501/9675290537_bdabdb6581.jpg
61538634@N00,2011,CANON,-122.436523,37.78664,http://farm6.staticflickr.com/5051/5506585861_3cfc57171c.jpg
51035555243@N01,2010,CANON,-122.405634,37.80243,http://farm6.staticflickr.com/5123/5313639061_f9836c4bd9.jpg
23373193@N00,2009,NIKON,-122.422333,37.806167,http://farm3.staticflickr.com/2493/3867546658_d7fe0d4954.jpg
42982698@N00,2011,APPLE,-122.408167,37.788166,http://farm6.staticflickr.com/5267/5626782090_b1ccedc058.jpg
95769700@N00,2011,NA,-122.419227,37.77933,http://farm4.staticflickr.com/3397/5756675879_db2d519e88.jpg
10011817@N00,2010,NIKON,-122.409019,37.775829,http://farm5.staticflickr.com/4079/4850499301_9122aec7ee.jpg
36330825967@N01,2012,GOOGLE,-122.437542,37.78018,http://farm9.staticflickr.com/8310/8036253655_2ac61fcb60.jpg
47800690@N03,2010,NIKON,-122.413873,37.785978,http://farm5.staticflickr.com/4147/5159485340_6e49c76429.jpg
82847947@N00,2012,CANON,-122.273057,37.814449,http://farm8.staticflickr.com/7084/7183169546_4f90265cf7.jpg
35034345972@N01,2011,CANON,-122.271561,37.804696,http://farm7.staticflickr.com/6044/6308219699_7bfd26a445.jpg
98768385@N00,2010,PANASONIC,-122.44033,37.806041,http://farm2.staticflickr.com/1288/4670066673_840425934b.jpg
33764778@N00,2009,CANON,-122.449343,37.803222,http://farm3.staticflickr.com/2503/3793708331_cbcba70e5d.jpg
10274647@N05,2007,NA,-122.470339,37.770146,http://farm2.staticflickr.com/1113/1209558014_d6104fbaaf.jpg
19268834@N00,2012,NA,-122.411961,37.752809,http://farm6.staticflickr.com/5448/6954320726_089d2da43e.jpg
77739613@N00,2011,APPLE,-122.4005,37.786166,http://farm7.staticflickr.com/6148/6030452344_3d2a677e82.jpg
54259492@N00,2009,OLYMPUS,-122.397029,37.795118,http://farm3.staticflickr.com/2589/3903924436_3b2789e48b.jpg
98829132@N00,2011,PANASONIC,-122.471809,37.823751,http://farm6.staticflickr.com/5288/5318393307_e32e5f8bbb.jpg
36024287@N00,2009,NIKON,-122.350101,37.765422,http://farm4.staticflickr.com/3502/3315947484_49a7d2d10d.jpg
10011817@N00,2008,FUJIFILM,-122.434371,37.763206,http://farm4.staticflickr.com/3235/2443469884_b61cd81c90.jpg
20721230@N00,2006,CANON,-122.397491,37.776172,http://farm1.staticflickr.com/85/280901594_0e131f2368.jpg
35843633@N00,2013,NA,-122.467337,37.773069,http://farm9.staticflickr.com/8108/8582434461_21f54f48e0.jpg
22077905@N00,2011,CANON,-122.389717,37.77847,http://farm7.staticflickr.com/6190/6157923478_53c89da58e.jpg
82847947@N00,2011,CANON,-122.446891,37.787254,http://farm6.staticflickr.com/5300/5500437188_6827ed1671.jpg
82847947@N00,2013,CANON,-122.42156,37.787831,http://farm8.staticflickr.com/7358/9829629396_409f20ee79.jpg
33722054@N00,2007,CANON,-122.434628,37.760757,http://farm3.staticflickr.com/2220/1688461853_e8201fff1e.jpg
23401669@N00,2009,NIKON,-122.423548,37.827387,http://farm4.staticflickr.com/3431/3815888006_6b4c0ca2c2.jpg
97299052@N00,2010,APPLE,-122.298368,37.865446,http://farm3.staticflickr.com/2720/4435329969_06ea770283.jpg
90802476@N00,2011,NIKON,-122.29753,37.864063,http://farm7.staticflickr.com/6066/6043728254_33632c56d4.jpg
44124466908@N01,2013,NA,-122.414131,37.779806,http://farm9.staticflickr.com/8532/8501154865_091c94f7a4.jpg
52122658@N00,2014,CANON,-122.396053,37.793456,http://farm3.staticflickr.com/2385/13054487243_79467e260b.jpg
20721230@N00,2013,APPLE,-122.38955,37.614933,http://farm4.staticflickr.com/3823/11613906986_de2ea242ca.jpg
86537214@N00,2006,CANON,-122.452583,37.779941,http://farm1.staticflickr.com/97/247056253_6d7f6ad20b.jpg
24431382@N03,1954,NA,-122.392694,37.793973,http://farm6.staticflickr.com/5028/5592787903_9c7504db63.jpg
50457550@N00,2007,CANON,-122.274033,37.863619,http://farm1.staticflickr.com/85/405423863_fd54bd5674.jpg
52507429@N00,2010,CANON,-122.421738,37.789742,http://farm6.staticflickr.com/5046/5318037827_c4d1fdf977.jpg
14483308@N00,2006,CANON,-122.405827,37.802396,http://farm1.staticflickr.com/95/228863154_f77ad4f88c.jpg
36195531@N00,2011,CANON,-122.441672,37.758637,http://farm6.staticflickr.com/5251/5508183218_778f2454ee.jpg
95756589@N00,2009,APPLE,-122.4015,37.786,http://farm3.staticflickr.com/2450/3996763629_910d58f0d4.jpg
26217166@N00,2009,CANON,-122.421834,37.8265,http://farm4.staticflickr.com/3099/3980159223_fa5d1c5507.jpg
